ID,title,regexp,description 
1552,url,(?:(?:w{3}\.)(?:[a-zA-Z0-9/;\?&=:\-_\$\+!\*'\(\|\\~\[\]#%\.])+[\.com|\.edu|\.gov|\.int|\.mil|\.net|\.org|\.biz|\.info|\.name|\.pro|\.aero|\.coop|\.museum|\.cat|\.jobs|\.travel|\.arpa|\.mobi|\.ac|\.ad|\.ae|\.af|\.ag|\.ai|\.al|\.am|\.an|\.ao|\.aq|\.ar|\.as|\.at|\.au|\.aw|\.az|\.ax|\.ba|\.bb|\.bd|\.be|\.bf|\.bg|\.bh|\.bi|\.bj|\.bm|\.bn|\.bo|\.br|\.bs|\.bt|\.bv|\.bw|\.by|\.bz|\.ca|\.cc|\.cd|\.cf|\.cg|\.ch|\.ci|\.ck|\.cl|\.cm|\.cn|\.co|\.cr|\.cs|\.cu|\.cv|\.cx|\.cy|\.cz|\.de|\.dj|\.dk|\.dm|\.do|\.dz|\.ec|\.ee|\.eg|\.eh|\.er|\.es|\.et|\.eu|\.fi|\.fj|\.fk|\.fm|\.fo|\.fr|\.ga|\.gb|\.gd|\.ge|\.gf|\.gg|\.gh|\.gi|\.gl|\.gm|\.gn|\.gp|\.gq|\.gr|\.gs|\.gt|\.gu|\.gw|\.gy|\.hk|\.hm|\.hn|\.hr|\.ht|\.hu|\.id|\.ie|\.il|\.im|\.in|\.io|\.iq|\.ir|\.is|\.it|\.je|\.jm|\.jo|\.jp|\.ke|\.kg|\.kh|\.ki|\.km|\.kn|\.kp|\.kr|\.kw|\.ky|\.kz|\.la|\.lb|\.lc|\.li|\.lk|\.lr|\.ls|\.lt|\.lu|\.lv|\.ly|\.ma|\.mc|\.md|\.mg|\.mh|\.mk|\.ml|\.mm|\.mn|\.mo|\.mp|\.mq|\.mr|\.ms|\.mt|\.mu|\.mv|\.mw|\.mx|\.my|\.mz|\.na|\.nc|\.ne|\.nf|\.ng|\.ni|\.nl|\.no|\.np|\.nr|\.nu|\.nz|\.om|\.pa|\.pe|\.pf|\.pg|\.ph|\.pk|\.pl|\.pm|\.pn|\.pr|\.ps|\.pt|\.pw|\.py|\.qa|\.re|\.ro|\.ru|\.rw|\.sa|\.sb|\.sc|\.sd|\.se|\.sg|\.sh|\..si|\.sj|\.sk|\.sl|\.sm|\.sn|\.so|\.sr|\.st|\.sv|\.sy|\.sz|\.tc|\.td|\.tf|\.tg|\.th|\.tj|\.tk|\.tl|\.tm|\.tn|\.to|\.tp|\.tr|\.tt|\.tv|\.tw|\.tz|\.ua|\.ug|\.uk|\.um|\.us|\.uy|\.uz|\.va|\.vc|\.ve|\.vg|\.vi|\.vn|\.vu|\.wf|\.ws|\.ye|\.yt|\.yu|\.za|\.zm|\.zw](?:[a-zA-Z0-9/;\?&=:\-_\$\+!\*'\(\|\\~\[\]#%\.])*),"So, that's it. Gets url-s with ""www"", BUT without the protocols. If you need one regEx with the protocols, search for it in this database, I've added one"
1553,phone number USA,(?:(?:(?:\+)?1[\-\s\.])?(?:\s?\()?(?:[2-9][0-8][0-9])(?:\))?(?:[\s|\-|\.])?)(?:(?:(?:[2-9][0-9|A-Z][0-9|A-Z])(?:[\s|\-|\.])?)(?:[0-9|A-Z][0-9|A-Z][0-9|A-Z][0-9|A-Z])),any north american us phone number
1554,Path from jar,jar:file:/(([A-Z]:)?/([A-Z 0-9 * ( ) + \- & $ # @ _ . ! ~ /])+)(/[A-Z 0-9 _ ( ) \[ \] - = + _ ~]+\.jar!),"In java using this.getClass().getResource(""""); will result in a jar:file:/ etc url ending with yourjarfile.jar!/internal/package/path/ this regular expression matches the directory before the internal jar path declaration returning the physical directory the file resides in. should work in both posix and windows machines (untested for posix*)"
1555,Java Get Path,(jar:)?file:/(([A-Z]:)?/([A-Z0-9\*\()\+\-\&$#@_.!~\[\]/])+)((/[A-Z0-9_()\[\]\-=\+_~]+\.jar!)|([^!])(/com/regexlib/example/)),More advanced regular expression to get the full path to the directory from which your program is running. You may use this to detect the program installation dir whether you are just debugging or having a deployed program. Using the second group combined with the 7th group you'll have a full path to your program. Very useful if you use resources outside of the java package.
1556,Days in a Class Schedule,"^M{0,1}T{0,1}W{0,1}(TH){0,1}F{0,1}S{0,1}(SU){0,1}$","Matches a string if it is valid in the form of MWF or TTHS.  Maybe used for validating the ""days part"" of a class schedule field.  The string should only accept any of the ff set of letters: 'M' 'T' 'W' 'TH' 'F' 'S' 'SU' .  Only one instance of these set of letters is accepted."
1557,12-hr Time,^(([0][0-9]|[1][0-2])|[0-9]):([0-5][0-9])( *)((AM|PM)|(A|P))$,"Matches a string if it is a valid time in the format of ""HH:MM AM"" or ""HH:MM A""."
1559,"Currency 16,3","^\$?(([1-9],)?([0-9]{3},){0,3}[0-9]{3}|[0-9]{0,16})(\.[0-9]{0,3})?$","Currency expression, accepts 4 commas and 4 groups of 3 numbers and 1 number before the first comma, this first number will have to be different from zero. It accepts a number of, two or three decimal. It accepts zero numbers after the point. You can change the number of groups and numbers accespts before and after the point."
1561,Matches x to y number of occurrences of a regular expression,"\d{2,4}","\d{2,4} matches at least 2 but no more than 4 digits"
1562,"Unicode expression (Latin, Baltic & Cyrillic)",[a-zA-Z\u0410-\u042F\u0430-\u044F\u0401\u0451\u0101\u0100\u010c\u010d\u0112\u0113\u011E\u011F\u012A\u012B\u0136\u0137\u013b\u013C\u0145\u0146\u0160\u0161\u016A\u016B\u017D\u017E]$,"Accept Russian, Latvian & English characters"
1563,,^-?\d+(\.\d+)?$,Matches any unsigned or signed floating point number/numeric string.
1565,,"^""[^""]+""$",This expression will match quoted string without quote inside string
1566,Email regexp for ereg(),"^[a-z0-9_]{1}[a-z0-9\-_]*(\.[a-z0-9\-_]+)*@[a-z0-9]{1}[a-z0-9\-_]*(\.[a-z0-9\-_]+)*\.[a-z]{2,4}$",Checks whether email in the string that must be an E-mail address
1567,Alphanumeric w spaces and double quotes,"^[""a-zA-Z0-9\040]+$",Accepts words or quoted phrases for search strings. Stops SQL injection.
1568,email,^[a-zA-Z][\w\.-]*[a-zA-Z0-9]@[a-zA-Z0-9][\w\.-]*[a-zA-Z0-9]\.[a-zA-Z][a-zA-Z\.]*[a-zA-Z]$,checks all valid email id's
1571,South African Cell Phone Number,(^0[87][23467]((\d{7})|( |-)((\d{3}))( |-)(\d{4})|( |-)(\d{7}))),only allows valid cell phones from south african service providers. to date i havent seen a cell phone number starting 079 or 089 but i think the networks might support it...
1572,south african phone number,[0](\d{9})|([0](\d{2})( |-)((\d{3}))( |-)(\d{4}))|[0](\d{2})( |-)(\d{7}),validates south african phone numbers
1573,South African ID Number,(((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229))(( |-)(\d{4})( |-)(\d{3})|(\d{7})),Validates South African ID Numbers
1574,US States,^(?:(A[KLRZ]|C[AOT]|D[CE]|FL|GA|HI|I[ADLN]|K[SY]|LA|M[ADEINOST]|N[CDEHJMVY]|O[HKR]|P[AR]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY]))$,Just a simple US State regex.  Requires valid 2 letter abbreviations.
1575,File Names Without Extensions,^[^.]+$,"Used in a web site .htaccess file as: <br /><blockquote>&lt;filesMatch ""^[^.]+$""&gt; <br />ForceType application/x-httpd-php <br />&lt;/filesMatch&gt;</blockquote> Calls for PHP parsing on files without extensions. Solution thanks to ""mash"" on RegexAdvise.com.<br /><br />"
1578,Common English Stopwords for Search Engine,[\s]a[\s]|[\s]about[\s]|[\s]an[\s]|[\s]are[\s]|[\s]as[\s]|[\s]at[\s]|[\s]be[\s]|[\s]by[\s]|[\s]for[\s]|[\s]from[\s]|[\s]how[\s]|[\s]in[\s]|[\s]is[\s]|[\s]it[\s]|[\s]of[\s]|[\s]on[\s]|[\s]or[\s]|[\s]that[\s]|[\s]the[\s]|[\s]this[\s]|[\s]to[\s]|[\s]was[\s]|[\s]what[\s]|[\s]when[\s]|[\s]where[\s]|[\s]who[\s]|[\s]will[\s]|[\s]with[\s]|[\s]the[\s]|[\s]www[\s],use this to produce search strings in your programs that run more efficiently. use the replace of the regex class to remove the characters from the user input then use the resulting string to query the database...
1579,Universal Real Number Pattern,((-)?([1-9]\d*\.\d+|0\.\d+|[1-9]\d*|0)),matches all real numbers inside a string also matches 0.0
1580,Danish CPRNR,^((((0[1-9]|[12][0-9]|3[01])(0[13578]|10|12)(\d{2}))|(([0][1-9]|[12][0-9]|30)(0[469]|11)(\d{2}))|((0[1-9]|1[0-9]|2[0-8])(02)(\d{2}))|((29)(02)(00))|((29)(02)([2468][048]))|((29)(02)([13579][26])))[-]\d{4})$,"Danish social security. [ddMMyy-0000]. Validates a correct date, but does not enforce the modulus 11 check (see www.cpr.dk for more information)."
1582,us phone pattern,"([0-9]{1}[\.\,\-\/\\\040\?\<\>\!\@\#\$\%\^\&\*\(\)\{\}\[\]]{0,3})?[0-9]{3}[\.\,\-\/\\\040\?\<\>\!\@\#\$\%\^\&\*\(\)\{\}\[\]]{0,3}[0-9]{3}[\.\,\-\/\\\040\?\<\>\!\@\#\$\%\^\&\*\(\)\{\}\[\]]{0,3}[0-9]{4}",This pattern enables any combination of 10 of 11 nubers written in the form of x.xxx.xxx.xxxx. The (.) separator can be replaced with any non alphabet separator.The first x with its symbol are optional
1583,ISIN number between ><,(?<=>)[A-Z]{2}[\d|\w]{9}\d{1}(?=(<)),ISIN must be located inside a html tag eg. <td>JP3756600007</td>. Just remove the (..) at the beginning and the end if you wish to match all ISINs.
1585,Entire URL up to last slash,http://.*[*/],Gets everything up to the last slash; so the match on a url like this: http://www.yoursite.com:8700/flex/photos/PhotoViewer2.swf?0=0&1=0 is this: http://www.yoursite.com:8700/flex/photos/
1586,List HTML tags,<(?![!/]?[ABIU][>\s])[^>]*>,Used to return all the html tags and closing tags in a section of html. Can be used to replace all the tags with nothing or itterate through them.
1587,find body-tag,((<body)|(<BODY))([^>]*)>,find the body-tag of a html page
1588,simple url validation,"^(http)?(https)?(\:\/\/+)?([a-zA-Z0-9\-\.]+)?\.[A-Za-z]{2,4}$",just a simple pattern to make sure a user entered URL is reasonable and possibly valid.
1589,U.S. Military Time,^([0]?\d|1\d|2[0-3]):([0-5]\d):([0-5]\d)$,Matches U.S. military time with option leading zero and required seconds.
1590,Fecha espa&#241;ol (Spanish Date),^((((0[13578]|10|12)([-./])(0[1-9]|[12][0-9]|3[01])([-./])(\d{4}))|((0[469]|1&#173;1)([-./])([0][1-9]|[12][0-9]|30)([-./])(\d{4}))|((2)([-./])(0[1-9]|1[0-9]|2&#173;[0-8])([-./])(\d{4}))|((2)(\.|-|\/)(29)([-./])([02468][048]00))|((2)([-./])&#173;(29)([-./])([13579][26]00))|((2)([-./])(29)([-./])([0-9][0-9][0][48]))|((2)&#173;([-./])(29)([-./])([0-9][0-9][2468][048]))|((2)([-./])(29)([-./])([0-9][0-9&#173;][13579][26]))))$,A&#241;o con formato dd/mm/yyyy permitiendo tambi&#233;n d/m/yyyy o dd/m/yyyy y d/mm/yyyy. Adem&#225;s controla los meses con 31 y 30 d&#237;as y si es a&#241;o bisiesto o no para el mes de febrero.
1591,Entero o fracci&#243;n de enteros (Integer or fraction of integers),\d+(/\d+)?,Entero o fracci&#243;n de enteros separados por el s&#237;mbolo barra /
1592,Find Link Tags,"^<a[^>]*(http://[^""]*)[^>]*>([ 0-9a-zA-Z]+)</a>$",This pattern matches link tags in html and returns the contents of the href attribute and the text of the link.
1593,Validate a 3 field CSV file,"^(([^,\n]+),([^,\n]+),([^@]+)@([^\.]+)\.([^,\n]+)\n)+([^,\n]+),([^,\n]+),([^@]+)@([^\.]+)\.([^,\n]+)\n?$","This pattern validates a 3 field CSV file. I designed it to capture first name, last name and email address in that order."
1594,Number w/wo commas and decimal,"((^([\d]{1,3})(,{1}([\d]{3}))*)|(^[\d]*))((\.{1}[\d]{2})?$)",This re matches numbers with our without commas and with or without exactly two decimal places.
1595,Valid Date,(?:(?:(?:04|06|09|11)\/(?:(?:[012][0-9])|30))|(?:(?:(?:0[135789])|(?:1[02]))\/(?:(?:[012][0-9])|30|31))|(?:02\/(?:[012][0-9])))\/(?:19|20|21)[0-9][0-9],Matches dates in mm/dd/yyyy format. Matches only valid dates -except is unable to test for a leapyear. Always allows February 29th. Allows years from 1901 to 2199.
1596,"floating point using "",""","^[-+]?[0-9]+[\.\,]?[0-9]*([eE][-+]?[0-9]+)?$","This is a variation from pattern's Srinivas Gummadi to use a "","" in expression for floating point numbers. Este patr&#243;n valida una expresi&#243;n que contenga exclusivamente valores n&#250;mericos decimales (coma flotante), negativos y exponenciales. El ejemplo mostrado es una variaci&#243;n del original creado por Srinivas Gummadi para permitir tanto el uso de la "","" como el ""."" en notaciones decimales."
1597,Formato RUT (identificaci&#243;n personal Chile),"^\d{1,2}\.\d{3}\.\d{3}[-][0-9kK]{1}$","Verifica que un RUT tenga el formato 00.000.000-X, despues de comprobar el formato ser&#225; necesario validar su d&#237;gito verificador."
1598,Dollar Currency Pattern,"^(([1-9]\d{0,2}(\,\d{3})*|([1-9]\d*))(\.\d{2})?)|([0]\.(([0][1-9])|([1-9]\d)))$","Building on Joe Lynwood's Regex which makes use of a combination of Michael Ash's US Dollar amount and Bri Gipson's eliminating zero input, I've added support for values between 0 and 1. Being relatively new to regex, I hope someone would be able to spot any discrepancies with the code and its supposed function.
Edit 1: Corrected mis-match with non-decimal numbers."
1600,New Zealand phone numbers,"(^\([0]\d{1}\))(\d{7}$)|(^\([0][2]\d{1}\))(\d{6,8}$)|([0][8][0][0])([\s])(\d{5,8}$)","Matches New Zealand local, mobile and freecall (0800) phone numbers. "
1601,Pascal case,"^([A-Z]{1,}[a-z]{1,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,}[A-Z]{0,}[a-z]{0,})$","Matches words in PascalCase. Only alphas, no spaces or other special characters, the first character must be upper case. Matches up to 12 PascalCase words."
1602,Password with at least 8 characters and at least 3 special symbols,"^.*(?=.{8,})((?=.*\w)((?=.{3,})?(?=.\W))).*$","Password with at least 8 characters, letters or digits and at least 3 special symbols. This regex is not correctly. Sometime it works and sometime it does not %-(. Please help me to fix it. My ICQ: 194-990-072"
1603,HTML server side include tag,"<!--\s*\#\s*include\s+(file|virtual)\s*=\s*([""'])([^""'<>\|\b]+/)*([^""'<>/\|\b]+)\2\s*-->","Works with virtual or file include type and double or single quotes.  Breaks out include type, include file path, and include file name."
1604,Newzbin File Name Prefix Stripper,(?<=\d{7}_).+((?=\x5B\d\x5D)|.{3}),"Although written specifically to strip Newzbin version 2 and 3 prefixes and the [1] IE adds in Newsbin from NZB file names, this expression can be modified to search for any prefix/suffix combination.  It also provides an example of using of grouping constructs to remove matching text."
1605,eMail Search Pattern,"^([_a-zA-Z0-9-]+\.[_a-zA-Z0-9-]*)\@((([a-zA-Z0-9-]{2,255})\.(ad|ae|af|ag|ai|al|am|an|ao|aq|ar|as|at|au|aw|az|ba|bb|bd|be|bf|bg|bh|bi|bj|bm|bn|bo|br|bs|bt|bv|bw|by|bz|ca|cc|cf|cg|ch|ci|ck|cl|cm|cn|co|cr|cu|cv|cx|cy|cz|de|di|dk|dm|do|dz|ec|ee|eg|eh|er|es|et|fi|fj|fk|fm|fo|fr|ga|gb|gd|ge|gf|gh|gi|gl|gm|gn|gp|gq|gr|gs|gt|gu|gw|gy|hk|hm|hn|hr|ht|hu|id|ie|il|in|io|iq|ir|is|it|jo|jm|jp|ke|kg|kh|ki|km|kn|kp|kr|kw|ky|kz|la|lb|lc|li|lk|lr|ls|lt|lu|lv|ly|ma|mc|md|mg|mh|mk|ml|mm|mn|mo|mp|mq|mr|ms|mt|mu|mv|mw|mx|my|mz|an|nc|ne|nf|ng|ni|nl|no|np|nr|nt|nu|nz|om|pa|pe|pf|pg|ph|pk|pl|pm|pn|pr|pt|pw|py|qa|re|ro|ru|rw|sa|sb|sc|sd|se|sq|sh|si|sj|sk|sl|sm|sn|so|sr|st|su|sv|sy|sz|tc|td|tf|tg|th|tj|tk|tm|tn|to|tp|tr|tt|tv|tw|tz|ua|ug|uk|um|us|uy|uz|va|vc|ve|vg|vi|vn|vu|wf|ws|ye|yt|yu|za|zm|zr|zw|arpa|arts|biz|com|edu|firm|gov|info|int|mil|nato|net|nom|org|rec|store|web))|((25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9])\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[1-9]|0)\.(25[0-5]|2[0-4][0-9]|[0-1]{1}[0-9]{2}|[1-9]{1}[0-9]{1}|[0-9])))$",This Regular Expression searches for a valid eMail address. It uses a list of all the known top-level-domains to verify that the domain is correct. Also Possible to find the IP Address
1606,non zero positive integer,^(0+[1-9]|[1-9])[0-9]*$,used to validate form fields values for positive integer values greater than 0 without explicitly checking if the input form value is greater than 0
1607,US/Canadian Addresses,"^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[BLKSZRAP]|BC|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ABDEHINOPST]|N[BCDEHJLMSTUVY]|O[HKRN]|P[AERW]|QC|RI|S[CDK]|T[NX]|UT|V[AIT]|W[AIVY]|YT)\s+((\d{5}-\d{4})|(\d{5})|([AaBbCcEeGgHhJjKkLlMmNnPpRrSsTtVvXxYy]\d[A-Za-z]\s?\d[A-Za-z]\d))\s*$",This is built on an Address expression by Ross Hammer (who in turn built on an expression from Michael Ash)... and the zipcode expression from Matthew Aznoe.  This one adds validation for Canadian provinces and postal codes (so it does both US and Canada)
1608,RegEx that match all most all Telephone number pattern,"preg_match_all(""/([\(\+])?([0-9]{1,3}([\s])?)?([\+|\(|\-|\)|\s])?([0-9]{2,4})([\-|\)|\.|\s]([\s])?)?([0-9]{2,4})?([\.|\-|\s])?([0-9]{4,8})/"",$string, $phones); ","This expression matches all following Telephone number patterns [US Telephone, Indian Telephone, Canadian Telephone & Fax Numbers]. I tested it and its working fine. and hope this will be helpful to u people. suggestion are welcome ! +91-80-1234567 | +91 80 1234567 | +91 80-1234567 | +91-80 1234567 | +91.80.1234567 | +91.80-1234567 | +91-80.1234567 | (91)80-1234567 | (91)80 1234567 | (91)80.1234567 | +91-80-12345678 | +91 80 12345678 | +91 80-12345678 | +91-80 12345678 | +91.80.12345678 | +91.80-12345678 | +91-80.12345678 | (91)80-12345678 | (91)80 12345678 | (91)80.12345678 | +91-484-1234567 | +91 484 1234567 |  +91 484-1234567 | +91-484 1234567 | +91.484.1234567 | +91.484-1234567 |  +91-484.1234567 | (91)484-1234567 | (91)484 1234567 | (91)484.1234567 | +91-484-12345678 | +91 484 12345678 | +91 484-12345678 | +91-484 12345678 | +91.484.12345678 | +91.484-12345678 | +91-484.12345678 | (91)484-12345678 | (91)484 12345678 | (91)484.12345678 | +123-123-1234 | +123 123 1234 | +123 123-1234 | +123-123 1234 | +123.123.1234 | +123.123-1234 | +123-123.1234 | (123)123-1234 | (123)123 1234 | (123)123.1234 | +123-123-1234 | +123 123 1234 | +123 123-1234 | +123-123 1234 | +123.123.1234 | +123.123-1234 | +123-123.1234 | (123)123-1234 | (123)123 1234 | (123)123.1234 | 123-123-1234 | 123 123 1234 | 123 123-1234 | 123-123 1234 | 123.123.1234 | 123.123-1234 | 123-123.1234 | 123-123-1234 | (001)456-789-1234 | 001-456-789-1234 | 4841801234 | +91.1234567890 | +91-1234567890 | +91 1234567890 | 1-561-555-1212 | 1234567890 | 1234-1234567 | 123-12345678 (05)12341234 | 09886657989  - Phone , Telephone

""+91 80 2559 4800"" and ""91 (80) 234 65453"""
1609,Last word,\w*$,Finds the last word in a string eg. the user in \\domain\user or the extension/file type in a file name.
1610,Last word,\w*$,Finds the last word in a string eg. the user in \\domain\user or the extension/file type in a file name.
1611,Remove (X)HTML like tags,<\s*?[^>]+\s*?>,This simple pattern is useful for removing all HTML tags with or without atributes. It has no removing white spaces
1612,Numeric Range,"^[0-9]%?$|^1[0-9]%?$|^2[0-9]%?$|^3[0-5]%?$|^[0-9]\.\d{1,2}%?$|^1[0-9]\.\d{1,2}%?$|^2[0-9]\.\d{1,2}%?$|^3[0-4]\.\d{1,2}%?$|^35%?$",A range of numbers 0-35 optionally including a percent sign and 2 position decimal.
1613,Very Strong Password,"^(?=.*[a-z].*[a-z])(?=.*[A-Z].*[A-Z])(?=.*\d.*\d)(?=.*\W.*\W)[a-zA-Z0-9\S]{9,}$","This pattern requires at least two lowercase letters, two uppercase letters, two digits, and two special characters.  There must be a minimum of 9 characters total, and no white space characters are allowed."
1615,Relative paths in HTML,"(<(?:.*?)\s)href\s*=([\s""'])*/?([^\2:#]+?)\2((?:.*?)>)","This expression matches all HREF relative paths, but not full URLs or dead # links.  It can be used for selecting paths that need to be updated in HTML that has replaced from its original page onto a new one.  It matches the entire containing tag with the following groups: 1 - the start of the containing tag through the space before the attribute, 2 - the delimiter between the attribute's equal sign and its value (e.g. a double quote), 3 - the attribute value, 4 - the remainder of the tag after the closing attribute value delimiter."
1616,website URL,(http://|)(www\.)?([^\.]+)\.(\w{2}|(com|net|org|edu|int|mil|gov|arpa|biz|aero|name|coop|info|pro|museum))$,I think this is one of the website url we can validate
1617,Bugtraq logregex property for trac,"(refs|references|re|closes|closed|close|see|fixes|fixed|fix|addresses) #(\d+)(( and |, | & | )#(\d+))*",This expression can be used to set the bugtraq:logrexep property of a subversion repository. It uses the format supported by trac and enables for example tortoisesvn to transform the issue numbers used in the commit messages into links pointing to the issue in the bugtracker.
1618,Time Regex,^(((0?[1-9])|([1][0-2])):[0-5][0-9]\s(([Aa][Mm]|[Pp][Mm])))|(([0-1][0-9]|[2][0-3])([0-5][0-9]))$,"This expression matches for all times in standard AM/PM 12-hour clock format with a colon between hour and minute, and a space between numbers and AM/PM.  AM/PM is case insensitive.  It also matches for valid 24 hour times"
1619,South African VAT registration number,((19|20)[\d]{2}/[\d]{6}/[\d]{2}),Useful for verifying VAT Registration Numbers
1620,Istat Code,\d{2}[.]{1}\d{2}[.]{1}[0-9A-Za-z]{1},This pattern match the Italian Istat Ateco Code (Codice Istat) updated to Istat Declaration Ateco 2004
1621,Iban Italy,IT\d{2}[ ][a-zA-Z]\d{3}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{4}[ ]\d{3}|IT\d{2}[a-zA-Z]\d{22},International Bank Account Number (IBAN) Italian. Identify Bank account in Italy.
1622,email with german umlaut,"^\w[a-zA-Z0-9&#246;&#228;&#252;&#214;&#196;&#220;\.\-_]+@[a-zA-Z0-9&#246;&#228;&#252;&#214;&#196;&#220;\-_]+?\.[a-zA-Z]{2,3}$","allows numbers, umlauts, dots and bars"
1623,File Path,"^(([a-zA-Z]\:)|(\\))(\\{1}|((\\{1})[^\\]([^/:*?<>""|]*))+)$","Checks for a valid Filepath, either located on a local drive or a UNC share on the network. Use the following string to include the regex within a XML defintion file: RegEx=""^([a-zA-Z]\:)|(\\)(\\{1}|((\\{1})[^\\]([^/:*?&lt;&gt;&quot;|]*(?&lt;!\[\])))+)$""/> (encode the appropiate HTML characters like <,>,"" with the appropiate HTML codes < = (ampersand)lt; > = (ampersand)gt; "" = (ampersand)quote;"
1624,Hexadecimal color,"/^#?(?:[0-9A-F]{3}){1,2}$/i",Test hex color for valid.
1625,Visa Credit Card,(^4\d{12}$)|(^4[0-8]\d{14}$)|(^(49)[^013]\d{13}$)|(^(49030)[0-1]\d{10}$)|(^(49033)[0-4]\d{10}$)|(^(49110)[^12]\d{10}$)|(^(49117)[0-3]\d{10}$)|(^(49118)[^0-2]\d{10}$)|(^(493)[^6]\d{12}$),"Matches Visa CC types 13 or 16 digits starting with 4 including Visa CC, Visa ATM only, Visa Electron and Visa Delta.  Safe for international and will NOT match ""^(49)"" Switch debit cards."
1626,Maestro Credit Card ,"(^(5[0678])\d{11,18}$)
|(^(6[^0357])\d{11,18}$)
|(^(601)[^1]\d{9,16}$)
|(^(6011)\d{9,11}$)
|(^(6011)\d{13,16}$)
|(^(65)\d{11,13}$)
|(^(65)\d{15,18}$)
|(^(633)[^34](\d{9,16}$))
|(^(6333)[0-4](\d{8,10}$))
|(^(6333)[0-4](\d{12}$))
|(^(6333)[0-4](\d{15}$))
|(^(6333)[5-9](\d{8,10}$))
|(^(6333)[5-9](\d{12}$))
|(^(6333)[5-9](\d{15}$))
|(^(6334)[0-4](\d{8,10}$))
|(^(6334)[0-4](\d{12}$))
|(^(6334)[0-4](\d{15}$))
|(^(67)[^(59)](\d{9,16}$))
|(^(6759)](\d{9,11}$))
|(^(6759)](\d{13}$))
|(^(6759)](\d{16}$))
|(^(67)[^(67)](\d{9,16}$))
|(^(6767)](\d{9,11}$))
|(^(6767)](\d{13}$))
|(^(6767)](\d{16}$))","Meastro ONLY card matching - begins with ""50"" or ""56-58"" or ""6"" & 13 to 20 total digits. Overlap of Discover, Solo and Switch is handled and NOT matched."
1627,MasterCard Credit Card,^5[1-5]\d{14}$,"Matches MasterCard credit cards.  International safe, no overlap with other cards."
1628,Discover Credit Card,(^(6011)\d{12}$)|(^(65)\d{14}$),"Discover Credit Card matching.  International safe, no overlap"
1629,AMEX Credit Card,(^3[47])((\d{11}$)|(\d{13}$)),AMEX Credit Card match.  International safe
1630,Solo Credit card,"(^(6334)[5-9](\d{11}$|\d{13,14}$))
|(^(6767)(\d{12}$|\d{14,15}$))",Solo Credit Card match.  International safe.
